input,output
correct: FAST یونیورسٹی میں کلاسز بہت زیادہ ہوتی ہیں اور ہم بہت تھک جاتے ہیں کبھی,FAST یونیورسٹی میں کلاسز زیادہ ہوتی ہیں اور ہم کبھی کبھی تھک جاتے ہیں
correct: جائزہ نے طلبہ کی کارکردگی کا پرنسپل لیا,پرنسپل نے طلبہ کی کارکردگی کا جائزہ لیا
correct: گلوکار کی آواز تھی جادوئی,گلوکار کی آواز جادوئی تھی
correct: ٹیم نے کل کام مکمل کر لی تھی,ٹیم نے کل کام مکمل کر لیا تھا
correct: پاکستان نے ردعمل دیا ہیں,پاکستان نے ردعمل دیا ہے
correct: ہم نے ڈیٹا اپ ڈیٹ کیا سسٹم,ہم نے سسٹم میں ڈیٹا اپ ڈیٹ کیا
correct: ہم نے ریسرچ کے لیے ڈیٹا اکٹھا کیا اور پھر ہم نے اس کو استعمال کیا,ہم نے ریسرچ کے لیے ڈیٹا اکٹھا کیا اور اسے استعمال کیا
correct: وہ صبح ناشتے لیتا ہے میں پراٹھا اور چائے,وہ صبح ناشتے میں پراٹھا اور چائے لیتا ہے
correct: وہ بچہ رو رہے ہیں,وہ بچہ رو رہا ہے
correct: محکمہ موسمیات نے کر دی بارش کی پیشگوئی,محکمہ موسمیات نے بارش کی پیشگوئی کر دی
correct: نمائش دیکھنے گئے لوگ بہت,لوگ نمائش دیکھنے گئے
correct: تفریحی مقام پر بہت بہت زیادہ رش تھا,تفریحی مقام پر بہت زیادہ رش تھا
correct: چائے کے ساتھ پراٹہا بہت اچھا لگا,چائے کے ساتھ پراٹھا بہت اچھا لگا
correct: ہم نے محکمہ کو تمام دستاویزات فراہم کر دی ہے,ہم نے محکمہ کو تمام دستاویزات فراہم کر دی ہیں
correct: ہمارے گھر درخت ہے کے باہر نیم کا,ہمارے گھر کے باہر نیم کا درخت ہے
correct: نئے لیپ ٹاپ کا پروسیسر بہت تیز تیز رفتار ہے,نئے لیپ ٹاپ کا پروسیسر بہت تیز رفتار ہے
correct: ہم نے کلائنٹ کی ضروریات کے مطابق پروپوزل تیار تیار کیا,ہم نے کلائنٹ کی ضروریات کے مطابق پروپوزل تیار کیا
correct: سالن میں لیموں کا رس ڈالنے سے ذائقہ بڑھ جاتی ہے,سالن میں لیموں کا رس ڈالنے سے ذائقہ بڑھ جاتا ہے
correct: رات کو بجلی جانے کی ہو گیا وجہ سے پنکھا بند,رات کو بجلی جانے کی وجہ سے پنکھا بند ہو گیا
correct: کھیلتے ہیں دوست,دوست کھیلتے ہیں
correct: سیاحوں نے برف پوش سڑکوں پر جیپ کے ذریعے دلچسپ سفر کیا,سیاحوں نے جیپ کے ذریعے برف پوش سڑکوں پر دلچسپ سفر کیا
correct: عدالت نے مقدمے کی اگلی تاریخ مقرر کر دیا,عدالت نے مقدمے کی اگلی تاریخ مقرر کر دی
correct: کباب اتنے نرم تھے کہ منہ میں رکھتے ہی گھل گئی,کباب اتنے نرم تھے کہ منہ میں رکھتے ہی گھل گئے
correct: سفارت کر لی خانے نے ویزا کی درخواست منظور,سفارت خانے نے ویزا کی درخواست منظور کر لی
correct: میں نے ای میل لکھا ہے کلائنٹ کو,میں نے کلائنٹ کو ای میل لکھی ہے
correct: وکیل نے عدالت مؤقف پیش کیا,وکیل نے عدالت میں مؤقف پیش کیا
correct: روزانہ دو گھنٹے ریاضی کی مشق کرتا ہوں,میں روزانہ دو گھنٹے ریاضی کی مشق کرتا ہوں
correct: فلم کی شوٹنگ شمالی میں ہوئی علاقہ جات,فلم کی شوٹنگ شمالی علاقہ جات میں ہوئی
correct: کشن فیسٹیول میں رات بھر موسیقی کی محفل جمی رہا,کشن فیسٹیول میں رات بھر موسیقی کی محفل جمی رہی
correct: آج آسمان میں بادل ہیں بادل چھائے ہیں,آج آسمان میں بادل چھائے ہیں
correct: گائیڈ نے ہمیں پہاڑوں میں موجود جھیل تک مشکل راستے سے لے جایا,گائیڈ نے ہمیں مشکل راستے سے پہاڑوں میں موجود جھیل تک لے جایا
correct: طلبہ نے تحقیق کے لیے لیے مختلف ذرائع سے ڈیٹا اکٹھا کیا,طلبہ نے تحقیق کے لیے مختلف ذرائع سے ڈیٹا اکٹھا کیا
correct: ابو کار کی چابی میز پر رکھی,ابو نے کار کی چابی میز پر رکھی
correct: ہم سب نے ملکر منایا عید خوشی سے,ہم سب نے مل کر خوشی سے عید منائی
correct: سفارت خانے نے طلبہ کے ویزوں کی فوری منظوری دیے,سفارت خانے نے طلبہ کے ویزوں کی فوری منظوری دی
correct: مدد نے سینچری بنا کر میچ جتوانے میں کرکٹر کی,کرکٹر نے سینچری بنا کر میچ جتوانے میں مدد کی
correct: ٹینس کھلاڑی نے مقابلہ جیت کر ٹائٹل ٹائٹل اپنے نام کیا,ٹینس کھلاڑی نے مقابلہ جیت کر ٹائٹل اپنے نام کیا
correct: بیڈمنٹن نے کھلاڑی کے شاندار سروس کی,بیڈمنٹن کے کھلاڑی نے شاندار سروس کی
correct: پولیس نے موقع معائنہ کیا,پولیس نے موقع کا معائنہ کیا
correct: آج کا دن سہانا اور خوشگوار اور اچھا ہے,آج کا دن سہانا اور خوشگوار ہے
correct: وہ لوگ کل فلم دیکھنے گئی تھے,وہ لوگ کل فلم دیکھنے گئے تھے
correct: اس نے میرے ساتہ اچھا سلوک کیا,اس نے میرے ساتھ اچھا سلوک کیا
correct: ڈاکٹر نے مریض مکمل معائنہ کیا,ڈاکٹر نے مریض کا مکمل معائنہ کیا
correct: فلم فیسٹیول میں فلم دکھائی گئی نئی,فلم فیسٹیول میں نئی فلم دکھائی گئی
correct: پر کے استاد نے نیوٹن کے قوانین فزکس لیکچر دیا,فزکس کے استاد نے نیوٹن کے قوانین پر لیکچر دیا
correct: جھیل کے کے پانی کا رنگ نیلا اور صاف تھا,جھیل کے پانی کا رنگ نیلا اور صاف تھا
correct: تھانے میں مقدمہ درج کر لیا گیا ہیں,تھانے میں مقدمہ درج کر لیا گیا ہے
correct: صدر نے قومی اسمبلی خطاب کیا سے,صدر نے قومی اسمبلی سے خطاب کیا
correct: میں نے بریانی کھائی رات,میں نے رات کو بریانی کھائی
correct: وہ کل بہت جلدی سو گیا تھا رات کو,وہ کل رات کو بہت جلدی سو گیا تھا
correct: میں نے پانی بہت زیادہ پیا آج گرمی میں,میں نے آج گرمی میں بہت زیادہ پانی پیا
correct: رپورٹ کو کو فوری طور پر جمع کروائیں,رپورٹ کو فوری طور پر جمع کروائیں
correct: ہم نے AI میں کوڈ لکھا تھا اور پھر ہم نے اس کو بہتر کیا تھا,ہم نے AI میں کوڈ لکھا اور اسے بہتر کیا
correct: چھوٹی بچی اپنی گڑیا کو کپڑے پہنائے,چھوٹی بچی نے اپنی گڑیا کو کپڑے پہنائے
correct: میں نے دوست سے کل کافی دیر بات کی,میں نے کل دوست سے کافی دیر بات کی
correct: میں نے ناشتہ کھایا گھر,میں نے گھر میں ناشتہ کھایا
correct: سالن میں لیموں لیموں کا رس ڈالنے سے ذائقہ بڑھ جاتا ہے,سالن میں لیموں کا رس ڈالنے سے ذائقہ بڑھ جاتا ہے
correct: معیشت کے اشاریے میں بہتری کے آثار نمایاں ہوئی,معیشت کے اشاریے میں بہتری کے آثار نمایاں ہوئے
correct: کرکٹر نے سینچری بنا کر میچ جتوانے میں میں مدد کی,کرکٹر نے سینچری بنا کر میچ جتوانے میں مدد کی
correct: بینک دولت نے شرح سود میں اعلان کیا اضافے کا,بینک دولت نے شرح سود میں اضافے کا اعلان کیا
correct: دکان پر خصوصی ڈسکاؤنٹ کی پیشکش جاری ہے ہے,دکان پر خصوصی ڈسکاؤنٹ کی پیشکش جاری ہے
correct: صارفین کو شکایت درج کروانے کے لیے ہیلپ لائن دی گئی ہیں,صارفین کو شکایت درج کروانے کے لیے ہیلپ لائن دی گئی ہے
correct: سوز خوانی کی محفل نے روح کر دیا کو معطر,سوز خوانی کی محفل نے روح کو معطر کر دیا
correct: میں نے چائے پی صبح صبح بہت,میں نے صبح چائے پی
correct ٹیم نے بہت محنت کی تھی اور اس کی وجہ سے وہ جیت گئی تھی,ٹیم نے بہت محنت کی جس کی بدولت وہ جیت گئی
correct: جج صاحب نے فیصلہ سناتے ہوئے قانونی دفعات کا حوالہ دیہا,جج صاحب نے فیصلہ سناتے ہوئے قانونی دفعات کا حوالہ دیا
correct: میراتھن دوڑ پانچ سو کھلاڑیوں نے حصہ لیا,میراتھن دوڑ میں پانچ سو کھلاڑیوں نے حصہ لیا
correct: میں میں نے بہت زیادہ زیادہ پانی پیا,میں نے بہت زیادہ پانی پیا
correct: طلبہ نے لائبریری کتابیں حاصل کر کے پڑھیں,طلبہ نے لائبریری سے کتابیں حاصل کر کے پڑھیں
correct: پروجیکٹ مینیجر منصوبہ بنایا نے وسائل کی تقسیم کا,پروجیکٹ مینیجر نے وسائل کی تقسیم کا منصوبہ بنایا
correct: محکمہ موسمیات نے بارس کی پیشگوئی کر دی,محکمہ موسمیات نے بارش کی پیشگوئی کر دی
correct: غزہ میں بحران بڑھ رہی ہے,غزہ میں بحران بڑھ رہا ہے
correct: کھلاڑیوں نے محنت کیا ہے,کھلاڑیوں نے محنت کی ہے
correct: وہ روز صبح اٹھ کر سب سے پہلے ناشتا تیار ناشتا کرتی ہے,وہ روز صبح اٹھ کر سب سے پہلے ناشتا تیار کرتی ہے
correct: FAST یونیورسٹی میں امتحان بہت سخت ہوتا ہے اور طلبہ اس کے لیے بہت زیادہ تیاری کرتے ہیں,FAST یونیورسٹی میں امتحان بہت سخت ہوتا ہے اور طلبہ اس کے لیے بہت تیاری کرتے ہیں
correct: محکمہ داخلہ نے شناختی کارڈ بنانے وقت کم کر دیا,محکمہ داخلہ نے شناختی کارڈ بنانے کا وقت کم کر دیا
correct: ہم نے کل کل کام شروع کیا,ہم نے کل کام شروع کیا
correct: آن لائن آرڈر کرنے سہولت ہے پر مفت ڈیلیوری کی,آن لائن آرڈر کرنے پر مفت ڈیلیوری کی سہولت ہے
correct: بھارت نے ردعمل دیا ہیں,بھارت نے ردعمل دیا ہے
correct: دادی اماں نے ہمیں پرانی کہانی سنائ,دادی اماں نے ہمیں پرانی کہانی سنائی
correct: ہم کل فلم دیکھا اور مزہ آیا,ہم نے کل فلم دیکھی اور مزہ آیا
correct: میوزک البم لانچ ہوا بڑی تقریب میں,بڑی تقریب میں میوزک البم لانچ ہوا
correct: سیاح جھیل کے کنارے بیٹھ کر تصویر لے رہا تھیں,سیاح جھیل کے کنارے بیٹھ کر تصویر لے رہا تھا
correct: وکیل نے عدالت میں دلیل پیش کیا تھا,وکیل نے عدالت میں دلیل پیش کی تھی
correct: انتخابات کمیشن نے حلقہ بندیوں کا حتمی شیڈول جاری کی,انتخابات کمیشن نے حلقہ بندیوں کا حتمی شیڈول جاری کیا
